id_pdl,date,consommation_kwh,zone
PDL-000266,2025-02-18,4.72,Val-Nord
PDL-000266,2025-02-19,4.97,Val-Nord
PDL-000266,2025-02-20,4.96,Val-Nord
PDL-000266,2025-02-21,4.98,Val-Nord
PDL-000266,2025-02-22,5.35,Val-Nord
PDL-000266,2025-02-23,5.37,Val-Nord
PDL-000266,2025-02-24,5.03,Val-Nord
PDL-000266,2025-02-25,5.13,Val-Nord
PDL-000266,2025-02-26,4.79,Val-Nord
PDL-000266,2025-02-27,4.28,Val-Nord
PDL-000266,2025-02-27,4.28,Val-Nord
PDL-000266,2025-02-28,5,Val-Nord
PDL-000266,2025-03-01,,Val-Nord
PDL-000266,2025-03-02,4.74,Val-Nord
PDL-000266,2025-03-03,5.24,Val-Nord
PDL-000266,2025-03-04,5.31,Val-Nord
PDL-000266,2025-03-05,5.21,Val-Nord
PDL-000266,2025-03-06,4.78,Val-Nord
PDL-000266,2025-03-07,5.2,Val-Nord
PDL-000266,2025-03-08,5.66,Val-Nord
PDL-000266,2025-03-09,5.46,Val-Nord
PDL-000266,2025-03-10,4.87,Val-Nord
PDL-000266,2025-03-11,4.59,Val-Nord
PDL-000266,2025-03-12,5.25,Val-Nord
PDL-000266,2025-03-13,5.08,Val-Nord
PDL-000266,2025-03-14,4.8,Val-Nord
PDL-000266,2025-03-15,5.43,Val-Nord
PDL-000266,2025-03-16,5.62,Val-Nord
PDL-000266,2025-03-17,5.2,Val-Nord
PDL-000266,2025-03-18,5.24,Val-Nord
PDL-000266,2025-03-19,5.5,Val-Nord
PDL-000266,2025-03-20,4.58,Val-Nord
PDL-000266,2025-03-21,4.59,Val-Nord
PDL-000266,2025-03-22,4.75,Val-Nord
PDL-000266,2025-03-23,5.2,Val-Nord
PDL-000266,2025-03-24,4.18,Val-Nord
PDL-000266,2025-03-25,5.09,Val-Nord
PDL-000266,2025-03-26,4.82,Val-Nord
PDL-000266,2025-03-27,4.79,Val-Nord
PDL-000266,2025-03-28,4.72,Val-Nord
PDL-000266,2025-03-29,4.97,Val-Nord
PDL-000266,2025-03-30,4.97,Val-Nord
PDL-000266,2025-03-31,4.98,Val-Nord
PDL-000266,2025-04-01,4.35,Val-Nord
PDL-000266,2025-04-02,4.89,Val-Nord
PDL-000266,2025-04-03,5.47,Val-Nord
PDL-000266,2025-04-04,5.12,Val-Nord
PDL-000266,2025-04-05,5.1,Val-Nord
PDL-000266,2025-04-06,4.62,Val-Nord
PDL-000266,2025-04-06,4.62,Val-Nord
PDL-000266,2025-04-07,5.05,Val-Nord
PDL-000266,2025-04-08,4.91,Val-Nord
PDL-000266,2025-04-09,5.03,Val-Nord
PDL-000266,2025-04-10,4.3,Val-Nord
PDL-000266,2025-04-11,4.54,Val-Nord
PDL-000266,2025-04-12,5.49,Val-Nord
PDL-000266,2025-04-13,5.47,Val-Nord
PDL-000266,2025-04-14,4.47,Val-Nord
PDL-000266,2025-04-15,5.52,Val-Nord
PDL-000266,2025-04-16,4.46,Val-Nord
PDL-000266,2025-04-17,4.93,Val-Nord
PDL-000266,2025-04-18,4.84,Val-Nord
PDL-000266,2025-04-19,5.37,Val-Nord
PDL-000266,2025-04-20,5.07,Val-Nord
PDL-000266,2025-04-21,5.46,Val-Nord
PDL-000266,2025-04-22,5.09,Val-Nord
PDL-000266,2025-04-23,4.65,Val-Nord
PDL-000266,2025-04-24,,Val-Nord
PDL-000266,2025-04-25,4.76,Val-Nord
PDL-000266,2025-04-26,5.48,Val-Nord
PDL-000266,2025-04-27,5.23,Val-Nord
PDL-000266,2025-04-28,4.26,Val-Nord
PDL-000266,2025-04-29,4.86,Val-Nord
PDL-000266,2025-04-30,4.47,Val-Nord
PDL-000266,2025-05-01,5.08,Val-Nord
PDL-000266,2025-05-02,4.36,Val-Nord
PDL-000266,2025-05-03,5.17,Val-Nord
PDL-000266,2025-05-04,5.84,Val-Nord
PDL-000266,2025-05-05,4.84,Val-Nord
PDL-000266,2025-05-06,4.6,Val-Nord
PDL-000266,2025-05-07,4.07,Val-Nord
PDL-000266,2025-05-08,4.52,Val-Nord
PDL-000266,2025-05-09,4.88,Val-Nord
PDL-000266,2025-05-10,4.26,Val-Nord
PDL-000266,2025-05-11,4.6,Val-Nord
PDL-000266,2025-05-12,4.71,Val-Nord
PDL-000266,2025-05-13,4.2,Val-Nord
PDL-000266,2025-05-14,4.63,Val-Nord
PDL-000266,2025-05-15,4.77,Val-Nord
PDL-000266,2025-05-16,5.13,Val-Nord
PDL-000266,2025-05-17,4.36,Val-Nord
PDL-000266,2025-05-18,5.3,Val-Nord
PDL-000266,2025-05-19,4.7,Val-Nord
PDL-000266,2025-05-20,4.14,Val-Nord
PDL-000266,2025-05-21,4.24,Val-Nord
PDL-000266,2025-05-22,4.76,Val-Nord
PDL-000266,2025-05-23,3.93,Val-Nord
PDL-000266,2025-05-24,4.66,Val-Nord
PDL-000266,2025-05-25,4.73,Val-Nord
PDL-000266,2025-05-26,4.43,Val-Nord
PDL-000266,2025-05-27,4.85,Val-Nord
PDL-000266,2025-05-28,4.58,Val-Nord
PDL-000266,2025-05-29,4.44,Val-Nord
PDL-000266,2025-05-30,4.68,Val-Nord
PDL-000266,2025-05-31,4.9,Val-Nord
PDL-000266,2025-06-01,4.94,Val-Nord
PDL-000266,2025-06-02,4.31,Val-Nord
PDL-000266,2025-06-03,4.36,Val-Nord
PDL-000266,2025-06-04,4.89,Val-Nord
PDL-000266,2025-06-05,4.44,Val-Nord
PDL-000266,2025-06-06,4.93,Val-Nord
PDL-000266,2025-06-07,5.22,Val-Nord
PDL-000266,2025-06-08,5.42,Val-Nord
PDL-000266,2025-06-09,4.73,Val-Nord
PDL-000266,2025-06-10,4.5,Val-Nord
PDL-000266,2025-06-11,4.79,Val-Nord
PDL-000266,2025-06-12,4.13,Val-Nord
PDL-000266,2025-06-13,4.05,Val-Nord
PDL-000266,2025-06-14,4.43,Val-Nord
PDL-000266,2025-06-15,4.15,Val-Nord
PDL-000266,2025-06-16,4.08,Val-Nord
PDL-000266,2025-06-17,4.4,Val-Nord
PDL-000266,2025-06-18,4.84,Val-Nord
PDL-000266,2025-06-19,4.64,Val-Nord
PDL-000266,2025-06-20,4.06,Val-Nord
PDL-000266,2025-06-21,4.51,Val-Nord
PDL-000266,2025-06-22,4.17,Val-Nord
PDL-000266,2025-06-23,4.16,Val-Nord
PDL-000266,2025-06-24,4.05,Val-Nord
PDL-000266,2025-06-25,3.95,Val-Nord
PDL-000266,2025-06-26,4.13,Val-Nord
PDL-000266,2025-06-27,3.61,Val-Nord
PDL-000266,2025-06-28,4.49,Val-Nord
PDL-000266,2025-06-29,4.37,Val-Nord
PDL-000266,2025-06-30,4.55,Val-Nord
PDL-000266,2025-07-01,4.47,Val-Nord
PDL-000266,2025-07-02,5.27,Val-Nord
PDL-000266,2025-07-03,4.71,Val-Nord
PDL-000266,2025-07-04,4.57,Val-Nord
PDL-000266,2025-07-05,4.63,Val-Nord
PDL-000266,2025-07-06,4.78,Val-Nord
PDL-000266,2025-07-07,4.22,Val-Nord
PDL-000266,2025-07-08,4.25,Val-Nord
PDL-000266,2025-07-09,4.52,Val-Nord
PDL-000266,2025-07-10,4.65,Val-Nord
PDL-000266,2025-07-11,4.49,Val-Nord
PDL-000266,2025-07-12,5,Val-Nord
PDL-000266,2025-07-13,4.57,Val-Nord
PDL-000266,2025-07-14,4.4,Val-Nord
PDL-000266,2025-07-15,4.56,Val-Nord
PDL-000266,2025-07-16,4.28,Val-Nord
PDL-000266,2025-07-17,4.14,Val-Nord
PDL-000266,2025-07-18,4.57,Val-Nord
PDL-000266,2025-07-19,4.6,Val-Nord
PDL-000266,2025-07-20,4.52,Val-Nord
PDL-000266,2025-07-21,4.53,Val-Nord
PDL-000266,2025-07-22,4.1,Val-Nord
PDL-000266,2025-07-23,4.98,Val-Nord
PDL-000266,2025-07-24,4.1,Val-Nord
PDL-000266,2025-07-25,4.7,Val-Nord
PDL-000266,2025-07-26,4.58,Val-Nord
PDL-000266,2025-07-27,4.28,Val-Nord
PDL-000266,2025-07-28,5.13,Val-Nord
PDL-000266,2025-07-29,4.72,Val-Nord
PDL-000266,2025-07-30,4.85,Val-Nord
PDL-000266,2025-07-31,4.9,Val-Nord
PDL-000266,2025-08-01,4.96,Val-Nord
PDL-000266,2025-08-02,4.93,Val-Nord
PDL-000266,2025-08-03,5.08,Val-Nord
PDL-000266,2025-08-04,4.48,Val-Nord
PDL-000266,2025-08-05,4.29,Val-Nord
PDL-000266,2025-08-06,4.48,Val-Nord
PDL-000266,2025-08-07,4.85,Val-Nord
PDL-000266,2025-08-08,4.61,Val-Nord
PDL-000266,2025-08-09,4.78,Val-Nord
PDL-000266,2025-08-10,4.15,Val-Nord
PDL-000266,2025-08-11,4.09,Val-Nord
PDL-000266,2025-08-12,4.53,Val-Nord
PDL-000266,2025-08-13,4.05,Val-Nord
PDL-000266,2025-08-14,4.74,Val-Nord
PDL-000266,2025-08-15,4.83,Val-Nord
PDL-000266,2025-08-16,4.9,Val-Nord
PDL-000266,2025-08-17,4.32,Val-Nord
PDL-000266,2025-08-18,4.29,Val-Nord
PDL-000266,2025-08-19,4.95,Val-Nord
PDL-000266,2025-08-20,4.61,Val-Nord
PDL-000266,2025-08-21,3.83,Val-Nord
PDL-000266,2025-08-22,4.71,Val-Nord
PDL-000266,2025-08-23,4.55,Val-Nord
PDL-000266,2025-08-24,4.04,Val-Nord
PDL-000266,2025-08-25,4.58,Val-Nord
PDL-000266,2025-08-26,4.53,Val-Nord
PDL-000266,2025-08-27,4.32,Val-Nord
PDL-000266,2025-08-28,4.32,Val-Nord
PDL-000266,2025-08-29,3.63,Val-Nord
PDL-000266,2025-08-30,4.31,Val-Nord
PDL-000266,2025-08-31,4.85,Val-Nord
PDL-000266,2025-09-01,3.73,Val-Nord
PDL-000266,2025-09-02,4.61,Val-Nord
PDL-000266,2025-09-03,4.05,Val-Nord
PDL-000266,2025-09-04,4.22,Val-Nord
PDL-000266,2025-09-05,4.3,Val-Nord
PDL-000266,2025-09-06,4.27,Val-Nord
PDL-000266,2025-09-07,4.68,Val-Nord
PDL-000266,2025-09-08,4.63,Val-Nord
PDL-000266,2025-09-09,4.76,Val-Nord
PDL-000266,2025-09-10,4.88,Val-Nord
PDL-000266,2025-09-11,4.51,Val-Nord
PDL-000266,2025-09-12,4.99,Val-Nord
PDL-000266,2025-09-13,4.91,Val-Nord
PDL-000266,2025-09-14,4.88,Val-Nord
PDL-000266,2025-09-15,5.01,Val-Nord
PDL-000266,2025-09-16,4.67,Val-Nord
PDL-000266,2025-09-17,4.24,Val-Nord
PDL-000266,2025-09-18,4.7,Val-Nord
PDL-000266,2025-09-19,4.73,Val-Nord
PDL-000266,2025-09-20,4.75,Val-Nord
PDL-000266,2025-09-21,4.71,Val-Nord
PDL-000266,2025-09-22,4.79,Val-Nord
PDL-000266,2025-09-23,4.82,Val-Nord
PDL-000266,2025-09-24,4.46,Val-Nord
PDL-000266,2025-09-25,4.26,Val-Nord
PDL-000266,2025-09-26,4.66,Val-Nord
PDL-000266,2025-09-27,4.88,Val-Nord
PDL-000266,2025-09-28,4.91,Val-Nord
PDL-000266,2025-09-29,4.85,Val-Nord
PDL-000266,2025-09-30,4.8,Val-Nord
PDL-000266,2025-10-01,4.59,Val-Nord
PDL-000266,2025-10-02,4.09,Val-Nord
PDL-000266,2025-10-03,5,Val-Nord
PDL-000266,2025-10-04,5.2,Val-Nord
PDL-000266,2025-10-05,5.29,Val-Nord
PDL-000266,2025-10-06,-4.41,Val-Nord
PDL-000266,2025-10-07,4.51,Val-Nord
PDL-000266,2025-10-08,4.9,Val-Nord
PDL-000266,2025-10-09,4.43,Val-Nord
PDL-000266,2025-10-10,4.33,Val-Nord
PDL-000266,2025-10-11,5.42,Val-Nord
PDL-000266,2025-10-12,-4.53,Val-Nord
PDL-000266,2025-10-13,4.56,Val-Nord
PDL-000266,2025-10-14,4.88,Val-Nord
PDL-000266,2025-10-15,4.58,Val-Nord
PDL-000266,2025-10-16,4.49,Val-Nord
PDL-000266,2025-10-17,5.16,Val-Nord
PDL-000266,2025-10-18,6.05,Val-Nord
PDL-000266,2025-10-19,5.5,Val-Nord
PDL-000266,2025-10-20,4.74,Val-Nord
PDL-000266,2025-10-21,4.45,Val-Nord
PDL-000266,2025-10-22,5.32,Val-Nord
PDL-000266,2025-10-23,4.87,Val-Nord
PDL-000266,2025-10-24,5.27,Val-Nord
PDL-000266,2025-10-25,5.52,Val-Nord
PDL-000266,2025-10-26,5.29,Val-Nord
PDL-000266,2025-10-27,4.49,Val-Nord
PDL-000266,2025-10-28,4.99,Val-Nord
PDL-000266,2025-10-29,4.59,Val-Nord
PDL-000266,2025-10-30,5.03,Val-Nord
PDL-000266,2025-10-31,4.42,Val-Nord
PDL-000266,2025-11-01,5.44,Val-Nord
PDL-000266,2025-11-02,5.29,Val-Nord
PDL-000266,2025-11-03,3.98,Val-Nord
PDL-000266,2025-11-04,5,Val-Nord
PDL-000266,2025-11-05,4.64,Val-Nord
PDL-000266,2025-11-06,4.96,Val-Nord
PDL-000266,2025-11-07,4.77,Val-Nord
PDL-000266,2025-11-08,4.75,Val-Nord
PDL-000266,2025-11-09,5.11,Val-Nord
PDL-000266,2025-11-10,4.78,Val-Nord
PDL-000266,2025-11-11,4.86,Val-Nord
PDL-000266,2025-11-12,5.2,Val-Nord
PDL-000266,2025-11-13,5.64,Val-Nord
PDL-000266,2025-11-14,5.1,Val-Nord
PDL-000266,2025-11-15,5.31,Val-Nord
PDL-000266,2025-11-16,5.16,Val-Nord
PDL-000266,2025-11-17,4.82,Val-Nord
PDL-000266,2025-11-18,5.31,Val-Nord
PDL-000266,2025-11-19,4.82,Val-Nord
PDL-000266,2025-11-20,5.03,Val-Nord
PDL-000266,2025-11-21,4.53,Val-Nord
PDL-000266,2025-11-22,5.93,Val-Nord
PDL-000266,2025-11-23,4.86,Val-Nord
PDL-000266,2025-11-24,5.6,Val-Nord
PDL-000266,2025-11-25,4.94,Val-Nord
PDL-000266,2025-11-26,5.12,Val-Nord
PDL-000266,2025-11-27,4.96,Val-Nord
PDL-000266,2025-11-28,5.62,Val-Nord
PDL-000266,2025-11-29,5.76,Val-Nord
PDL-000266,2025-11-30,5.37,Val-Nord
PDL-000266,2025-12-01,5.1,Val-Nord
PDL-000266,2025-12-02,5.75,Val-Nord
PDL-000266,2025-12-03,5.01,Val-Nord
PDL-000266,2025-12-04,5.14,Val-Nord
PDL-000266,2025-12-05,5.06,Val-Nord
PDL-000266,2025-12-06,5.53,Val-Nord
PDL-000266,2025-12-07,5.99,Val-Nord
PDL-000266,2025-12-08,5.13,Val-Nord
PDL-000266,2025-12-09,4.17,Val-Nord
PDL-000266,2025-12-10,5.05,Val-Nord
PDL-000266,2025-12-11,4.78,Val-Nord
PDL-000266,2025-12-12,5.31,Val-Nord
PDL-000266,2025-12-13,5.01,Val-Nord
PDL-000266,2025-12-14,5.53,Val-Nord
PDL-000266,2025-12-15,5.43,Val-Nord
PDL-000266,2025-12-16,4.57,Val-Nord
PDL-000266,2025-12-17,5.26,Val-Nord
PDL-000266,2025-12-18,5.02,Val-Nord
PDL-000266,2025-12-19,4.66,Val-Nord
PDL-000266,2025-12-20,5.71,Val-Nord
PDL-000266,2025-12-21,5.53,Val-Nord
PDL-000266,2025-12-22,4.95,Val-Nord
PDL-000266,2025-12-23,4.37,Val-Nord
PDL-000266,2025-12-24,5.77,Val-Nord
PDL-000266,2025-12-25,5.11,Val-Nord
PDL-000266,2025-12-26,4.69,Val-Nord
PDL-000266,2025-12-27,5.32,Val-Nord
PDL-000266,2025-12-28,5.7,Val-Nord
PDL-000266,2025-12-29,5.92,Val-Nord
PDL-000266,2025-12-30,5.12,Val-Nord
PDL-000266,2025-12-31,4.94,Val-Nord
PDL-000267,2024-01-01,11.26,Coteaux-Ouest
PDL-000267,2024-01-02,10.87,Coteaux-Ouest
PDL-000267,2024-01-03,10.04,Coteaux-Ouest
PDL-000267,2024-01-04,11.85,Coteaux-Ouest
PDL-000267,2024-01-05,11.76,Coteaux-Ouest
PDL-000267,2024-01-06,12.56,Coteaux-Ouest
PDL-000267,2024-01-07,11.69,Coteaux-Ouest
PDL-000267,2024-01-08,10.63,Coteaux-Ouest
PDL-000267,2024-01-09,10.51,Coteaux-Ouest
PDL-000267,2024-01-10,10.52,Coteaux-Ouest
PDL-000267,2024-01-11,9.52,Coteaux-Ouest
PDL-000267,2024-01-12,10.9,Coteaux-Ouest
PDL-000267,2024-01-13,10.94,Coteaux-Ouest
PDL-000267,2024-01-14,12.24,Coteaux-Ouest
PDL-000267,2024-01-15,10.04,Coteaux-Ouest
PDL-000267,2024-01-16,10.52,Coteaux-Ouest
PDL-000267,2024-01-17,11.16,Coteaux-Ouest
PDL-000267,2024-01-18,11.62,Coteaux-Ouest
PDL-000267,2024-01-19,10.58,Coteaux-Ouest
PDL-000267,2024-01-20,11.66,Coteaux-Ouest
PDL-000267,2024-01-21,12.12,Coteaux-Ouest
PDL-000267,2024-01-22,10.63,Coteaux-Ouest
PDL-000267,2024-01-23,10.34,Coteaux-Ouest
PDL-000267,2024-01-24,10.62,Coteaux-Ouest
PDL-000267,2024-01-25,11.41,Coteaux-Ouest
PDL-000267,2024-01-26,10.48,Coteaux-Ouest
PDL-000267,2024-01-27,11.18,Coteaux-Ouest
PDL-000267,2024-01-28,11.1,Coteaux-Ouest
PDL-000267,2024-01-29,11.53,Coteaux-Ouest
PDL-000267,2024-01-30,10.78,Coteaux-Ouest
PDL-000267,2024-01-31,10.19,Coteaux-Ouest
PDL-000267,2024-02-01,9.79,Coteaux-Ouest
PDL-000267,2024-02-02,11.16,Coteaux-Ouest
PDL-000267,2024-02-03,12.19,Coteaux-Ouest
PDL-000267,2024-02-04,10.33,Coteaux-Ouest
PDL-000267,2024-02-05,10.88,Coteaux-Ouest
PDL-000267,2024-02-06,10.7,Coteaux-Ouest
PDL-000267,2024-02-07,12.51,Coteaux-Ouest
PDL-000267,2024-02-08,11.22,Coteaux-Ouest
PDL-000267,2024-02-09,12.58,Coteaux-Ouest
PDL-000267,2024-02-10,11.34,Coteaux-Ouest
PDL-000267,2024-02-11,11.06,Coteaux-Ouest
PDL-000267,2024-02-12,11.42,Coteaux-Ouest
PDL-000267,2024-02-13,13.29,Coteaux-Ouest
PDL-000267,2024-02-14,9.55,Coteaux-Ouest
PDL-000267,2024-02-15,11.31,Coteaux-Ouest
PDL-000267,2024-02-16,10.54,Coteaux-Ouest
PDL-000267,2024-02-17,11.96,Coteaux-Ouest
PDL-000267,2024-02-18,10.92,Coteaux-Ouest
PDL-000267,2024-02-19,10.4,Coteaux-Ouest
PDL-000267,2024-02-20,10.25,Coteaux-Ouest
PDL-000267,2024-02-21,10.13,Coteaux-Ouest
PDL-000267,2024-02-22,9.38,Coteaux-Ouest
PDL-000267,2024-02-23,11.73,Coteaux-Ouest
PDL-000267,2024-02-24,9.66,Coteaux-Ouest
PDL-000267,2024-02-25,-9.64,Coteaux-Ouest
PDL-000267,2024-02-26,10.51,Coteaux-Ouest
PDL-000267,2024-02-27,9.85,Coteaux-Ouest
PDL-000267,2024-02-28,10.3,Coteaux-Ouest
PDL-000267,2024-02-29,10.12,Coteaux-Ouest
PDL-000267,2024-03-01,10.3,Coteaux-Ouest
PDL-000267,2024-03-02,12.57,Coteaux-Ouest
PDL-000267,2024-03-03,11.11,Coteaux-Ouest
PDL-000267,2024-03-04,9.77,Coteaux-Ouest
PDL-000267,2024-03-05,11.48,Coteaux-Ouest
PDL-000267,2024-03-06,11.35,Coteaux-Ouest
PDL-000267,2024-03-07,11.06,Coteaux-Ouest
PDL-000267,2024-03-08,10.98,Coteaux-Ouest
PDL-000267,2024-03-09,10.55,Coteaux-Ouest
PDL-000267,2024-03-10,11.15,Coteaux-Ouest
PDL-000267,2024-03-11,10.72,Coteaux-Ouest
PDL-000267,2024-03-12,10.4,Coteaux-Ouest
PDL-000267,2024-03-13,11.11,Coteaux-Ouest
PDL-000267,2024-03-14,11.27,Coteaux-Ouest
PDL-000267,2024-03-15,9.66,Coteaux-Ouest
PDL-000267,2024-03-16,10.97,Coteaux-Ouest
PDL-000267,2024-03-17,10.18,Coteaux-Ouest
PDL-000267,2024-03-18,9.8,Coteaux-Ouest
PDL-000267,2024-03-19,10.82,Coteaux-Ouest
PDL-000267,2024-03-20,10.09,Coteaux-Ouest
PDL-000267,2024-03-21,9.53,Coteaux-Ouest
PDL-000267,2024-03-22,10.35,Coteaux-Ouest
PDL-000267,2024-03-23,10.56,Coteaux-Ouest
PDL-000267,2024-03-24,10.86,Coteaux-Ouest
PDL-000267,2024-03-25,10.58,Coteaux-Ouest
PDL-000267,2024-03-26,10.85,Coteaux-Ouest
PDL-000267,2024-03-27,10.16,Coteaux-Ouest
PDL-000267,2024-03-28,10.65,Coteaux-Ouest
PDL-000267,2024-03-29,10.51,Coteaux-Ouest
PDL-000267,2024-03-30,9.9,Coteaux-Ouest
PDL-000267,2024-03-31,11.58,Coteaux-Ouest
PDL-000267,2024-04-01,10.02,Coteaux-Ouest
PDL-000267,2024-04-02,9.06,Coteaux-Ouest
PDL-000267,2024-04-03,9.86,Coteaux-Ouest
PDL-000267,2024-04-04,9.65,Coteaux-Ouest
PDL-000267,2024-04-05,9.33,Coteaux-Ouest
PDL-000267,2024-04-06,10.37,Coteaux-Ouest
PDL-000267,2024-04-07,10.63,Coteaux-Ouest
PDL-000267,2024-04-08,10.56,Coteaux-Ouest
PDL-000267,2024-04-09,9.73,Coteaux-Ouest
PDL-000267,2024-04-10,9.9,Coteaux-Ouest
PDL-000267,2024-04-11,9.88,Coteaux-Ouest
PDL-000267,2024-04-12,7.09,Coteaux-Ouest
PDL-000267,2024-04-13,10.52,Coteaux-Ouest
PDL-000267,2024-04-14,9.93,Coteaux-Ouest
PDL-000267,2024-04-15,8.07,Coteaux-Ouest
PDL-000267,2024-04-16,9.62,Coteaux-Ouest
PDL-000267,2024-04-17,9.31,Coteaux-Ouest
PDL-000267,2024-04-18,8.07,Coteaux-Ouest
PDL-000267,2024-04-19,8.36,Coteaux-Ouest
PDL-000267,2024-04-20,9.47,Coteaux-Ouest
PDL-000267,2024-04-21,9.64,Coteaux-Ouest
PDL-000267,2024-04-22,9.25,Coteaux-Ouest
PDL-000267,2024-04-23,8.44,Coteaux-Ouest
PDL-000267,2024-04-24,8.41,Coteaux-Ouest
PDL-000267,2024-04-25,10.34,Coteaux-Ouest
PDL-000267,2024-04-26,9.53,Coteaux-Ouest
PDL-000267,2024-04-27,8.99,Coteaux-Ouest
PDL-000267,2024-04-28,10.19,Coteaux-Ouest
PDL-000267,2024-04-29,9.17,Coteaux-Ouest
PDL-000267,2024-04-30,8.22,Coteaux-Ouest
PDL-000267,2024-05-01,8.93,Coteaux-Ouest
PDL-000267,2024-05-02,9.29,Coteaux-Ouest
PDL-000267,2024-05-03,9.21,Coteaux-Ouest
PDL-000267,2024-05-04,10.31,Coteaux-Ouest
PDL-000267,2024-05-05,8.43,Coteaux-Ouest
PDL-000267,2024-05-06,9.56,Coteaux-Ouest
PDL-000267,2024-05-07,9.93,Coteaux-Ouest
PDL-000267,2024-05-08,8.75,Coteaux-Ouest
PDL-000267,2024-05-09,10.16,Coteaux-Ouest
PDL-000267,2024-05-10,7.94,Coteaux-Ouest
PDL-000267,2024-05-11,9.59,Coteaux-Ouest
PDL-000267,2024-05-12,8.44,Coteaux-Ouest
PDL-000267,2024-05-13,9.02,Coteaux-Ouest
PDL-000267,2024-05-14,8.87,Coteaux-Ouest
PDL-000267,2024-05-15,7.41,Coteaux-Ouest
PDL-000267,2024-05-16,9.17,Coteaux-Ouest
PDL-000267,2024-05-17,9.38,Coteaux-Ouest
PDL-000267,2024-05-18,9,Coteaux-Ouest
PDL-000267,2024-05-19,8.4,Coteaux-Ouest
PDL-000267,2024-05-20,9.34,Coteaux-Ouest
PDL-000267,2024-05-21,9.44,Coteaux-Ouest
PDL-000267,2024-05-22,8.26,Coteaux-Ouest
PDL-000267,2024-05-23,8.45,Coteaux-Ouest
PDL-000267,2024-05-24,9.02,Coteaux-Ouest
PDL-000267,2024-05-25,9.18,Coteaux-Ouest
PDL-000267,2024-05-26,9.68,Coteaux-Ouest
PDL-000267,2024-05-27,8.6,Coteaux-Ouest
PDL-000267,2024-05-28,9.04,Coteaux-Ouest
PDL-000267,2024-05-29,9.6,Coteaux-Ouest
PDL-000267,2024-05-30,8.25,Coteaux-Ouest
PDL-000267,2024-05-31,9.97,Coteaux-Ouest
PDL-000267,2024-06-01,12.51,Coteaux-Ouest
PDL-000267,2024-06-02,8.37,Coteaux-Ouest
PDL-000267,2024-06-03,9.5,Coteaux-Ouest
PDL-000267,2024-06-04,9.11,Coteaux-Ouest
PDL-000267,2024-06-05,,Coteaux-Ouest
PDL-000267,2024-06-06,9.48,Coteaux-Ouest
PDL-000267,2024-06-07,9.32,Coteaux-Ouest
PDL-000267,2024-06-08,8.75,Coteaux-Ouest
PDL-000267,2024-06-09,8.82,Coteaux-Ouest
PDL-000267,2024-06-10,8.26,Coteaux-Ouest
PDL-000267,2024-06-11,8.16,Coteaux-Ouest
PDL-000267,2024-06-12,9.63,Coteaux-Ouest
PDL-000267,2024-06-13,8,Coteaux-Ouest
PDL-000267,2024-06-14,9.15,Coteaux-Ouest
PDL-000267,2024-06-15,10.31,Coteaux-Ouest
PDL-000267,2024-06-16,9.95,Coteaux-Ouest
PDL-000267,2024-06-17,8.34,Coteaux-Ouest
PDL-000267,2024-06-18,7.98,Coteaux-Ouest
PDL-000267,2024-06-19,9.32,Coteaux-Ouest
PDL-000267,2024-06-20,8.68,Coteaux-Ouest
PDL-000267,2024-06-21,8.11,Coteaux-Ouest
PDL-000267,2024-06-22,8.62,Coteaux-Ouest
PDL-000267,2024-06-23,9.47,Coteaux-Ouest
PDL-000267,2024-06-24,7.26,Coteaux-Ouest
PDL-000267,2024-06-25,10.02,Coteaux-Ouest
PDL-000267,2024-06-26,9.83,Coteaux-Ouest
PDL-000267,2024-06-27,9.01,Coteaux-Ouest
PDL-000267,2024-06-28,9.13,Coteaux-Ouest
PDL-000267,2024-06-29,10.04,Coteaux-Ouest
PDL-000267,2024-06-30,9.58,Coteaux-Ouest
PDL-000267,2024-07-01,10.16,Coteaux-Ouest
PDL-000267,2024-07-02,8.74,Coteaux-Ouest
PDL-000267,2024-07-03,8.41,Coteaux-Ouest
PDL-000267,2024-07-04,8.18,Coteaux-Ouest
PDL-000267,2024-07-05,8.89,Coteaux-Ouest
PDL-000267,2024-07-06,9.8,Coteaux-Ouest
PDL-000267,2024-07-07,10.21,Coteaux-Ouest
PDL-000267,2024-07-08,9.95,Coteaux-Ouest
PDL-000267,2024-07-09,10.07,Coteaux-Ouest
PDL-000267,2024-07-10,10.17,Coteaux-Ouest
PDL-000267,2024-07-11,8.78,Coteaux-Ouest
PDL-000267,2024-07-12,9.07,Coteaux-Ouest
PDL-000267,2024-07-13,9.5,Coteaux-Ouest
PDL-000267,2024-07-14,8.92,Coteaux-Ouest
PDL-000267,2024-07-15,9.13,Coteaux-Ouest
PDL-000267,2024-07-16,9.25,Coteaux-Ouest
PDL-000267,2024-07-17,8.43,Coteaux-Ouest
PDL-000267,2024-07-18,10.2,Coteaux-Ouest
PDL-000267,2024-07-19,8.33,Coteaux-Ouest
PDL-000267,2024-07-20,9.54,Coteaux-Ouest
PDL-000267,2024-07-21,8.35,Coteaux-Ouest
PDL-000267,2024-07-22,9.32,Coteaux-Ouest
PDL-000267,2024-07-23,9.61,Coteaux-Ouest
PDL-000267,2024-07-24,8.86,Coteaux-Ouest
PDL-000267,2024-07-25,8.37,Coteaux-Ouest
